      #Energy        TDOS-UP        TDOS-DOWN
     -48.49874       0.00000       0.00000
     -48.30874       0.00000       0.00000
     -48.11774       0.00000       0.00000
     -47.92774       0.00000       0.00000
     -47.73674       0.00000       0.00000
     -47.54674       0.00000       0.00000
     -47.35574       0.00000       0.00000
     -47.16474       0.00000       0.00000
     -46.97474       0.00000       0.00000
     -46.78374       0.00000       0.00000
     -46.59374       0.00000       0.00000
     -46.40274       0.00000       0.00000
     -46.21274       0.00000       0.00000
     -46.02174       0.00000       0.00000
     -45.83074       0.00000       0.00000
     -45.64074       0.00000       0.00000
     -45.44974       0.00000       0.00000
     -45.25974       0.00000       0.00000
     -45.06874       0.00000       0.00000
     -44.87874       0.00000       0.00000
     -44.68774       0.00000       0.00000
     -44.49674       0.00000       0.00000
     -44.30674       0.00000       0.00000
     -44.11574       0.00000       0.00000
     -43.92574       0.00000       0.00000
     -43.73474       0.00000       0.00000
     -43.54474       0.00000       0.00000
     -43.35374       0.00000       0.00000
     -43.16274       0.00000       0.00000
     -42.97274       0.00000       0.00000
     -42.78174       0.00000       0.00000
     -42.59174       0.00000       0.00000
     -42.40074       0.00000       0.00000
     -42.21074       0.00000       0.00000
     -42.01974       0.00000       0.00000
     -41.82974       0.00000       0.00000
     -41.63874       0.00000       0.00000
     -41.44774       0.00000       0.00000
     -41.25774       0.00000       0.00000
     -41.06674       0.00000       0.00000
     -40.87674       0.00000       0.00000
     -40.68574       0.00000       0.00000
     -40.49574       0.00000       0.00000
     -40.30474       0.00000       0.00000
     -40.11374       0.00000       0.00000
     -39.92374       0.00000       0.00000
     -39.73274       0.00000       0.00000
     -39.54274       0.00000       0.00000
     -39.35174       0.00000       0.00000
     -39.16174       0.00000       0.00000
     -38.97074       0.00000       0.00000
     -38.77974       0.00000       0.00000
     -38.58974       0.00000       0.00000
     -38.39874       0.00000       0.00000
     -38.20874       0.00000       0.00000
     -38.01774       0.00000       0.00000
     -37.82774       0.00000       0.00000
     -37.63674       0.00000       0.00000
     -37.44674       0.00000       0.00000
     -37.25574       0.00000       0.00000
     -37.06474       0.00000       0.00000
     -36.87474       0.00000       0.00000
     -36.68374       0.00000       0.00000
     -36.49374       0.00000       0.00000
     -36.30274       0.00000       0.00000
     -36.11274       0.00000       0.00000
     -35.92174       0.00000       0.00000
     -35.73074       0.00000       0.00000
     -35.54074       0.00000       0.00000
     -35.34974       0.00000       0.00000
     -35.15974       0.00000       0.00000
     -34.96874       0.00000       0.00000
     -34.77874       0.00000       0.00000
     -34.58774       0.00000       0.00000
     -34.39674       0.00000       0.00000
     -34.20674       0.00000       0.00000
     -34.01574       0.00000       0.00000
     -33.82574       0.00000       0.00000
     -33.63474       0.00000       0.00000
     -33.44474       0.00000       0.00000
     -33.25374       0.00000       0.00000
     -33.06274       0.00000       0.00000
     -32.87274       0.00000       0.00000
