      #Energy        TDOS-UP        TDOS-DOWN
     -50.47636       0.00000       0.00000
     -50.43736       0.00000       0.00000
     -50.39736       0.00000       0.00000
     -50.35836       0.00000       0.00000
     -50.31936       0.00000       0.00000
     -50.27936       0.00000       0.00000
     -50.24036       0.00000       0.00000
     -50.20036       0.00000       0.00000
     -50.16136       0.00000       0.00000
     -50.12136       0.00000       0.00000
     -50.08236       0.00000       0.00000
     -50.04236       0.00000       0.00000
     -50.00336       0.00000       0.00000
     -49.96336       0.00000       0.00000
     -49.92436       0.00000       0.00000
     -49.88436       0.00000       0.00000
     -49.84536       0.00000       0.00000
     -49.80636       0.00000       0.00000
     -49.76636       0.00000       0.00000
     -49.72736       0.00000       0.00000
     -49.68736       0.00000       0.00000
     -49.64836       0.00000       0.00000
     -49.60836       0.00000       0.00000
     -49.56936       0.00000       0.00000
     -49.52936       0.00000       0.00000
     -49.49036       0.00000       0.00000
     -49.45036       0.00000       0.00000
     -49.41136       0.00000       0.00000
     -49.37136       0.00000       0.00000
     -49.33236       0.00000       0.00000
     -49.29336       0.00000       0.00000
     -49.25336       0.00000       0.00000
     -49.21436       0.00000       0.00000
     -49.17436       0.00000       0.00000
     -49.13536       0.00000       0.00000
     -49.09536       0.00000       0.00000
     -49.05636       0.00000       0.00000
     -49.01636       0.00000       0.00000
     -48.97736       0.00000       0.00000
     -48.93736       0.00000       0.00000
     -48.89836       0.00000       0.00000
     -48.85836       0.00000       0.00000
     -48.81936       0.00000       0.00000
     -48.78036       0.00000       0.00000
     -48.74036       0.00000       0.00000
     -48.70136       0.00000       0.00000
     -48.66136       0.00000       0.00000
     -48.62236       0.00000       0.00000
     -48.58236       0.00000       0.00000
     -48.54336       0.00000       0.00000
     -48.50336       0.00000       0.00000
     -48.46436       0.00000       0.00000
     -48.42436       0.00000       0.00000
     -48.38536       0.00000       0.00000
     -48.34536       0.00000       0.00000
     -48.30636       0.00000       0.00000
     -48.26736       0.00000       0.00000
     -48.22736       0.00000       0.00000
     -48.18836       0.00000       0.00000
     -48.14836       0.00000       0.00000
     -48.10936       0.00000       0.00000
     -48.06936       0.00000       0.00000
     -48.03036       0.00000       0.00000
     -47.99036       0.00000       0.00000
     -47.95136       0.00000       0.00000
     -47.91136       0.00000       0.00000
     -47.87236       0.00000       0.00000
     -47.83236       0.00000       0.00000
     -47.79336       0.00000       0.00000
     -47.75436       0.00000       0.00000
     -47.71436       0.00000       0.00000
     -47.67536       0.00000       0.00000
     -47.63536       0.00000       0.00000
     -47.59636       0.00000       0.00000
     -47.55636       0.00000       0.00000
     -47.51736       0.00000       0.00000
     -47.47736       0.00000       0.00000
     -47.43836       0.00000       0.00000
     -47.39836       0.00000       0.00000
     -47.35936       0.00000       0.00000
     -47.31936       0.00000       0.00000
     -47.28036       0.00000       0.00000
     -47.24136       0.00000       0.00000
     -47.20136       0.00000       0.00000
     -47.16236       0.00000       0.00000
     -47.12236       0.00000       0.00000
     -47.08336       0.00000       0.00000
     -47.04336       0.00000       0.00000
     -47.00436       0.00000       0.00000
     -46.96436       0.00000       0.00000
     -46.92536       0.00000       0.00000
     -46.88536       0.00000       0.00000
     -46.84636       0.00000       0.00000
     -46.80636       0.00000       0.00000
     -46.76736       0.00000       0.00000
     -46.72836       0.00000       0.00000
     -46.68836       0.00000       0.00000
     -46.64936       0.00000       0.00000
     -46.60936       0.00000       0.00000
     -46.57036       0.00000       0.00000
     -46.53036       0.00000       0.00000
     -46.49136       0.00000       0.00000
     -46.45136       0.00000       0.00000
     -46.41236       0.00000       0.00000
     -46.37236       0.00000       0.00000
     -46.33336       0.00000       0.00000
     -46.29336       0.00000       0.00000
     -46.25436       0.00000       0.00000
     -46.21536       0.00000       0.00000
