      #Energy        TDOS-UP        TDOS-DOWN
     -50.17326       0.00000       0.00000
     -50.13426       0.00000       0.00000
     -50.09426       0.00000       0.00000
     -50.05526       0.00000       0.00000
     -50.01626       0.00000       0.00000
     -49.97726       0.00000       0.00000
     -49.93826       0.00000       0.00000
     -49.89926       0.00000       0.00000
     -49.85926       0.00000       0.00000
     -49.82026       0.00000       0.00000
     -49.78126       0.00000       0.00000
     -49.74226       0.00000       0.00000
     -49.70326       0.00000       0.00000
     -49.66326       0.00000       0.00000
     -49.62426       0.00000       0.00000
     -49.58526       0.00000       0.00000
     -49.54626       0.00000       0.00000
     -49.50726       0.00000       0.00000
     -49.46826       0.00000       0.00000
     -49.42826       0.00000       0.00000
     -49.38926       0.00000       0.00000
     -49.35026       0.00000       0.00000
     -49.31126       0.00000       0.00000
     -49.27226       0.00000       0.00000
     -49.23226       0.00000       0.00000
     -49.19326       0.00000       0.00000
     -49.15426       0.00000       0.00000
     -49.11526       0.00000       0.00000
     -49.07626       0.00000       0.00000
     -49.03726       0.00000       0.00000
     -48.99726       0.00000       0.00000
     -48.95826       0.00000       0.00000
     -48.91926       0.00000       0.00000
     -48.88026       0.00000       0.00000
     -48.84126       0.00000       0.00000
     -48.80126       0.00000       0.00000
     -48.76226       0.00000       0.00000
     -48.72326       0.00000       0.00000
     -48.68426       0.00000       0.00000
     -48.64526       0.00000       0.00000
     -48.60626       0.00000       0.00000
     -48.56626       0.00000       0.00000
     -48.52726       0.00000       0.00000
     -48.48826       0.00000       0.00000
     -48.44926       0.00000       0.00000
     -48.41026       0.00000       0.00000
     -48.37026       0.00000       0.00000
     -48.33126       0.00000       0.00000
     -48.29226       0.00000       0.00000
     -48.25326       0.00000       0.00000
     -48.21426       0.00000       0.00000
     -48.17526       0.00000       0.00000
     -48.13526       0.00000       0.00000
     -48.09626       0.00000       0.00000
     -48.05726       0.00000       0.00000
     -48.01826       0.00000       0.00000
     -47.97926       0.00000       0.00000
     -47.93926       0.00000       0.00000
     -47.90026       0.00000       0.00000
     -47.86126       0.00000       0.00000
     -47.82226       0.00000       0.00000
     -47.78326       0.00000       0.00000
     -47.74326       0.00000       0.00000
     -47.70426       0.00000       0.00000
     -47.66526       0.00000       0.00000
     -47.62626       0.00000       0.00000
     -47.58726       0.00000       0.00000
     -47.54826       0.00000       0.00000
     -47.50826       0.00000       0.00000
     -47.46926       0.00000       0.00000
     -47.43026       0.00000       0.00000
     -47.39126       0.00000       0.00000
     -47.35226       0.00000       0.00000
     -47.31226       0.00000       0.00000
     -47.27326       0.00000       0.00000
     -47.23426       0.00000       0.00000
     -47.19526       0.00000       0.00000
     -47.15626       0.00000       0.00000
     -47.11726       0.00000       0.00000
     -47.07726       0.00000       0.00000
     -47.03826       0.00000       0.00000
     -46.99926       0.00000       0.00000
     -46.96026       0.00000       0.00000
     -46.92126       0.00000       0.00000
     -46.88126       0.00000       0.00000
     -46.84226       0.00000       0.00000
     -46.80326       0.00000       0.00000
     -46.76426       0.00000       0.00000
     -46.72526       0.00000       0.00000
     -46.68626       0.00000       0.00000
     -46.64626       0.00000       0.00000
     -46.60726       0.00000       0.00000
     -46.56826       0.00000       0.00000
     -46.52926       0.00000       0.00000
     -46.49026       0.00000       0.00000
     -46.45026       0.00000       0.00000
     -46.41126       0.00000       0.00000
     -46.37226       0.00000       0.00000
     -46.33326       0.00000       0.00000
     -46.29426       0.00000       0.00000
     -46.25526       0.00000       0.00000
     -46.21526       0.00000       0.00000
     -46.17626       0.00000       0.00000
     -46.13726       0.00000       0.00000
     -46.09826       0.00000       0.00000
     -46.05926       0.00000       0.00000
     -46.01926       0.00000       0.00000
     -45.98026       0.00000       0.00000
     -45.94126       0.00000       0.00000
     -45.90226       0.00000       0.00000
     -45.86326       0.00000       0.00000
     -45.82426       0.00000       0.00000
     -45.78426       0.00000       0.00000
     -45.74526       0.00000       0.00000
     -45.70626       0.00000       0.00000
     -45.66726       0.00000       0.00000
     -45.62826       0.00000       0.00000
     -45.58826       0.00000       0.00000
     -45.54926       0.00000       0.00000
     -45.51026       0.00000       0.00000
     -45.47126       0.00000       0.00000
     -45.43226       0.00000       0.00000
     -45.39326       0.00000       0.00000
     -45.35326       0.00000       0.00000
     -45.31426       0.00000       0.00000
     -45.27526       0.00000       0.00000
     -45.23626       0.00000       0.00000
     -45.19726       0.00000       0.00000
     -45.15726       0.00000       0.00000
     -45.11826       0.00000       0.00000
     -45.07926       0.00000       0.00000
     -45.04026       0.00000       0.00000
     -45.00126       0.00000       0.00000
     -44.96226       0.00000       0.00000
     -44.92226       0.00000       0.00000
     -44.88326       0.00000       0.00000
     -44.84426       0.00000       0.00000
     -44.80526       0.00000       0.00000
     -44.76626       0.00000       0.00000
     -44.72626       0.00000       0.00000
     -44.68726       0.00000       0.00000
     -44.64826       0.00000       0.00000
     -44.60926       0.00000       0.00000
     -44.57026       0.00000       0.00000
     -44.53126       0.00000       0.00000
     -44.49126       0.00000       0.00000
     -44.45226       0.00000       0.00000
     -44.41326       0.00000       0.00000
     -44.37426       0.00000       0.00000
     -44.33526       0.00000       0.00000
     -44.29526       0.00000       0.00000
     -44.25626       0.00000       0.00000
     -44.21726       0.00000       0.00000
     -44.17826       0.00000       0.00000
     -44.13926       0.00000       0.00000
     -44.10026       0.00000       0.00000
     -44.06026       0.00000       0.00000
