      #Energy        TDOS-UP        TDOS-DOWN
     -50.78714       0.00000       0.00000
     -50.74714       0.00000       0.00000
     -50.70714       0.00000       0.00000
     -50.66714       0.00000       0.00000
     -50.62714       0.00000       0.00000
     -50.58614       0.00000       0.00000
     -50.54614       0.00000       0.00000
     -50.50614       0.00000       0.00000
     -50.46614       0.00000       0.00000
     -50.42614       0.00000       0.00000
     -50.38614       0.00000       0.00000
     -50.34614       0.00000       0.00000
     -50.30614       0.00000       0.00000
     -50.26614       0.00000       0.00000
     -50.22614       0.00000       0.00000
     -50.18614       0.00000       0.00000
     -50.14614       0.00000       0.00000
     -50.10614       0.00000       0.00000
     -50.06614       0.00000       0.00000
     -50.02614       0.00000       0.00000
     -49.98614       0.00000       0.00000
     -49.94614       0.00000       0.00000
     -49.90614       0.00000       0.00000
     -49.86614       0.00000       0.00000
     -49.82614       0.00000       0.00000
     -49.78614       0.00000       0.00000
     -49.74614       0.00000       0.00000
     -49.70614       0.00000       0.00000
     -49.66614       0.00000       0.00000
     -49.62614       0.00000       0.00000
     -49.58614       0.00000       0.00000
     -49.54614       0.00000       0.00000
     -49.50614       0.00000       0.00000
     -49.46614       0.00000       0.00000
     -49.42614       0.00000       0.00000
     -49.38614       0.00000       0.00000
     -49.34614       0.00000       0.00000
     -49.30614       0.00000       0.00000
     -49.26614       0.00000       0.00000
     -49.22614       0.00000       0.00000
     -49.18614       0.00000       0.00000
     -49.14614       0.00000       0.00000
     -49.10614       0.00000       0.00000
     -49.06614       0.00000       0.00000
     -49.02614       0.00000       0.00000
     -48.98614       0.00000       0.00000
     -48.94614       0.00000       0.00000
     -48.90614       0.00000       0.00000
     -48.86614       0.00000       0.00000
     -48.82614       0.00000       0.00000
     -48.78614       0.00000       0.00000
     -48.74614       0.00000       0.00000
     -48.70614       0.00000       0.00000
     -48.66614       0.00000       0.00000
     -48.62614       0.00000       0.00000
     -48.58614       0.00000       0.00000
     -48.54614       0.00000       0.00000
     -48.50614       0.00000       0.00000
     -48.46614       0.00000       0.00000
     -48.42614       0.00000       0.00000
     -48.38614       0.00000       0.00000
     -48.34614       0.00000       0.00000
     -48.30614       0.00000       0.00000
     -48.26614       0.00000       0.00000
     -48.22614       0.00000       0.00000
     -48.18614       0.00000       0.00000
     -48.14614       0.00000       0.00000
     -48.10614       0.00000       0.00000
     -48.06614       0.00000       0.00000
     -48.02614       0.00000       0.00000
     -47.98614       0.00000       0.00000
     -47.94614       0.00000       0.00000
     -47.90614       0.00000       0.00000
     -47.86614       0.00000       0.00000
     -47.82614       0.00000       0.00000
     -47.78614       0.00000       0.00000
     -47.74614       0.00000       0.00000
     -47.70614       0.00000       0.00000
     -47.66614       0.00000       0.00000
     -47.62614       0.00000       0.00000
     -47.58614       0.00000       0.00000
     -47.54614       0.00000       0.00000
     -47.50614       0.00000       0.00000
     -47.46614       0.00000       0.00000
     -47.42614       0.00000       0.00000
     -47.38614       0.00000       0.00000
     -47.34614       0.00000       0.00000
     -47.30614       0.00000       0.00000
     -47.26614       0.00000       0.00000
     -47.22614       0.00000       0.00000
     -47.18614       0.00000       0.00000
     -47.14614       0.00000       0.00000
     -47.10614       0.00000       0.00000
     -47.06614       0.00000       0.00000
     -47.02614       0.00000       0.00000
     -46.98614       0.00000       0.00000
     -46.94614       0.00000       0.00000
     -46.90614       0.00000       0.00000
     -46.86614       0.00000       0.00000
     -46.82614       0.00000       0.00000
     -46.78614       0.00000       0.00000
     -46.74614       0.00000       0.00000
     -46.70614       0.00000       0.00000
     -46.66614       0.00000    -502.70000
     -46.62614       0.00000       0.00000
     -46.58614       0.00000       0.00000
     -46.54614       0.00000       0.00000
     -46.50614       0.00000       0.00000
     -46.46614       0.00000       0.00000
     -46.42614       0.00000       0.00000
     -46.38614       0.00000       0.00000
     -46.34614       0.00000       0.00000
     -46.30614       0.00000       0.00000
     -46.26614       0.00000       0.00000
     -46.22614       0.00000       0.00000
     -46.18614       0.00000       0.00000
     -46.14614       0.00000       0.00000
     -46.10614       0.00000       0.00000
